Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
07/SK/I1220a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Hongzhou Zhang,https://orcid.org/0000-0002-1188-7810,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Hongzhou Zhang,16/02/2009,15/08/2014,564695.73
07/SK/I1220b,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Vojislav Krstic,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Vojislav Kristic,01/12/2007,30/11/2012,560739
07/SK/I1229,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Fergal McCaffery,,Dundalk Institute of Technology (DkIT),Science Foundation Ireland,10.13039/501100001602,Fergal McCaffrey,01/02/2008,30/09/2014,582774
07/SK/I1245,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Philipe Moser,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Philippe Moser,01/10/2008,31/08/2014,523818.08
07/SK/I1252a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Mark Flanagan,https://orcid.org/0000-0001-6552-7020,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Mark Flanagan,01/12/2008,30/11/2013,552515
07/SK/I1258a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Domenico Zito,https://orcid.org/0000-0002-1235-9657,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Domenico Zito,01/03/2009,30/04/2014,584113
07/SK/M1208,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Michael Melgaard,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Michael Melgard,01/09/2008,31/08/2013,461516.38
07/SK/M1211a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Milovan Krnjajic,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Milovan Krnjajic,01/03/2009,28/02/2014,551961.08
07/SK/M1235,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Stephen Buckley,https://orcid.org/0000-0002-6878-2956,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Constantin Verincos,01/09/2008,26/09/2009,192632
07/SK/B1184b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Boris Kholodenko,https://orcid.org/0000-0002-9483-4975,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Boris Kholodenko,01/01/2009,31/12/2013,1090799.31
07/SK/B1184c,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Matthias Wilm,https://orcid.org/0000-0002-5461-6834,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Mathias Wilm,01/02/2008,31/01/2013,1115820.87
07/SK/B1194,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Gil U Lee,https://orcid.org/0000-0002-7949-5848,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Gil Lee,01/05/2008,30/04/2013,1060651.81
07/SK/B1207,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Malini Olivo,https://orcid.org/0000-0002-1795-8683,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Malini Olivo,15/08/2009,14/08/2014,531228.22
07/SK/B1214b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Padraic Fallon,https://orcid.org/0000-0002-8401-7293,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Padraic Fallon,01/01/2008,31/12/2012,1128213.22
07/SK/B1214c,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Thomas Frodl,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Thomas Frodl,01/09/2008,31/12/2014,831576
07/SK/B1225b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Jay Hinton,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Jay Hinton,01/03/2009,31/05/2012,753648.78
07/SK/B1233b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Rhodri Ceredig,https://orcid.org/0000-0002-4393-727X,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Rhodri Ceredig,01/09/2008,30/11/2013,1104266.85
07/SK/B1236b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Bryan Griffiths,,Teagasc,Science Foundation Ireland,10.13039/501100001602,Bryan Griffiths,07/04/2008,06/07/2012,872690
07/SK/B1239b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,David Coker,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,David Coker,26/01/2009,25/01/2014,769937.7
07/SK/B1242a,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Ulla Knaus,https://orcid.org/0000-0002-7375-0385,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Ulla Knaus,01/09/2008,31/08/2013,1060662.83
07/SK/B1242b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Johan Ericsson,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Johan Ericcson,01/12/2008,30/11/2013,1052479.08
07/SK/B1243b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Jochen Prehn,https://orcid.org/0000-0003-3479-7794,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Nikolaus Plesnila,01/06/2008,31/10/2012,771048.37
07/SK/B1246,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Louis Armstrong,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Stefan Schwartz,01/07/2008,01/12/2010,464700
07/SK/B1250,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Lokesh Joshi,https://orcid.org/0000-0002-3612-0747,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Lokesh Joshi,04/02/2008,03/02/2013,1113556.37
07/SK/I1190,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Andrew Fowler,https://orcid.org/0000-0002-2062-6372,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Andrew Fowler,01/11/2007,31/10/2012,1110459.95
07/SK/I1196b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Jonathan Blackledge,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Jonathan Blackledge,01/09/2008,31/08/2013,1097116.28
07/SK/I1202,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Luiz DaSilva,https://orcid.org/0000-0001-6310-6150,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Luiz DaSilva,01/05/2009,30/04/2016,798902.07
07/SK/I1216b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Stephen Kirkland,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Stephen Kirkland,01/07/2009,30/09/2013,817669.16
07/SK/I1218,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Nick Campbell,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Nick Campbell,01/10/2008,30/09/2013,1101245.06
07/SK/I1220c,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Martin Ulrich Hegner,https://orcid.org/0000-0003-1514-3437,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Martin Hegner,01/12/2007,30/11/2012,1105868.36
07/SK/I1252b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Scott Rickard,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Nigel Boston,01/09/2008,27/08/2009,234000
07/SK/I1252c,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Joao Marques-Silva,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Joao Marques-Silva,01/01/2009,31/12/2013,1041123.03
07/SK/I1258b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Martyn Pemble,https://orcid.org/0000-0002-2349-4520,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Martyn Pemble,01/11/2008,31/12/2013,1064219.43
07/SK/M1189,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Paolo Guasoni,https://orcid.org/0000-0002-8562-3658,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Paolo Guasoni,01/06/2009,31/05/2015,1095129.86
07/SK/M1211b,SFI Stokes Professorship & Lectureship Programme,STOKES - Professor,,Cathal Seoighe,https://orcid.org/0000-0003-0496-4029,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Cathal Seoighe,01/01/2009,31/12/2014,1096906.77
00/PI.1/C027ur07,SFI UREKA Programme,,,Eoin O'Reilly,https://orcid.org/0000-0001-5537-2985,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Rate equation modelling of multi-longitudinal mode dynamics in optically injected semiconductor lasers,18/06/2007,10/09/2007,4700
01/F1/B018ur07.1,SFI UREKA Programme,,,Ciaran Morrison,https://orcid.org/0000-0003-2401-7029,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Indentification and functional analysis of Trf2 splice variants,24/07/2007,02/10/2007,5800
01/F1/B018ur07.2,SFI UREKA Programme,,,Ciaran Morrison,https://orcid.org/0000-0003-2401-7029,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Visualisation of telomerase responses to DNA damage,18/06/2007,03/09/2007,5600
02/IN.1/B1261ur07,SFI UREKA Programme,,,Fergal O'Gara,https://orcid.org/0000-0002-2659-0673,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Molecular mechanisms involved in mivrobial viruelnce and icobial-host interactions of Pseudomonas aeruginosa,04/06/2007,02/09/2007,5600
02/IN.1/B267ur07.1,SFI UREKA Programme,,,Paula Murphy,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The expression of Wnt signalling pathway components during morphogenesis: extension of current data,11/06/2007,03/09/2007,4832
02/IN.1/B267ur07.2,SFI UREKA Programme,,,Paula Murphy,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Tcf3 functional analysis of early inner ear development,11/06/2007,03/09/2007,5223
02/IN.1/I181ur07,SFI UREKA Programme,,,Michel Schellekens,https://orcid.org/0000-0002-0395-0488,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Static analysis tools to assist in developing JRTS programs,11/06/2007,03/09/2007,4656.63
02/IN.1/I229ur07,SFI UREKA Programme,,,Stephen Fahy,https://orcid.org/0000-0002-4345-9415,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Comparison of classical and quantum scattering of carriers in semidunctor alloy heterostructures,04/06/2007,27/08/2007,3600
02/IN1/128ur07,SFI UREKA Programme,,,Sile Nic Chormaic,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Whispering Gallery Mode Microresonators,02/07/2007,10/09/2007,5300
02/IN1/B198ur07,SFI UREKA Programme,,,Douwe van Sinderen,https://orcid.org/0000-0003-1823-7957,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Investigating the mode of action of the prophage-mediated superinfection exclusion system Sic2009,05/06/2007,03/09/2007,5600
02/IN1/B218ur07.2,SFI UREKA Programme,,,Justin V McCarthy,https://orcid.org/0000-0002-2667-7365,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Prenselin-dependent regulated intramembrane proteolysis of the Interleuklin 1 Receptor,10/05/2007,08/08/2007,6400
02/IN1/B227ur07,SFI UREKA Programme,,,John L Waddington,,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Examination of cognitive function in a genetic model of schizophrenia: focus on neuregulin-1,14/06/2007,06/09/2007,5600
02/IN1/B266ur07.1,SFI UREKA Programme,,,Martin Caffrey,https://orcid.org/0000-0002-2931-4551,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,The strucutre and function of membrane proteins from Pseudomonas aeruginosa,10/05/2007,31/07/2007,5866.86
02/IN1/B266ur07.2,SFI UREKA Programme,,,Martin Caffrey,https://orcid.org/0000-0002-2931-4551,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,The structure and function of membrane proteins from Pseudomonas aeruginosa,09/07/2007,22/09/2007,4382.96
02/IN1/B59ur07,SFI UREKA Programme,,,Rosemary O'Connor,https://orcid.org/0000-0002-0687-3422,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Indentification if IGF-1 regulated protein interactions with the scaffolding protein RACK1,15/06/2007,07/09/2007,5600
02/IN1/I175ur07,SFI UREKA Programme,,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Embedding methods for quantum transport,07/05/2007,16/07/2007,5300
03/IN.1/I340ur07,SFI UREKA Programme,,,Andrew Ellis,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Multiple input linear fillters and MLSE algorihms ofr frequency retrieval based on electronic disperson compensation,18/06/2007,10/09/2007,5600
03/IN.3/I427ur07.1,SFI UREKA Programme,,,Liam Barry,https://orcid.org/0000-0001-8366-4790,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Implementation of novel optical components in high-speed photonic networks.,04/06/2007,27/08/2007,4900
03/IN3/1396ur07.1,SFI UREKA Programme,,,Mark Davis,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,AN INVESTIGATION OF THE PERFORMANCE OF THE SKYPE INTERNET TELEPHONY SERVICE OVER WIRELESS MESH NETWORKS,18/06/2007,10/09/2007,5400
03/IN3/1396ur07.2,SFI UREKA Programme,,,Mark Davis,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,The Implementation and Investigation of a Measurement Based OLSR Routing Module for Wireless Mesh Networks,04/06/2007,13/08/2007,5160
03/IN3/B364ur07,SFI UREKA Programme,,,Gregory Atkins,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Analysis of the immune response in mice to Semliki Forest-based vaccine vectors,08/05/2007,31/07/2007,6400
03/IN3/B370ur07,SFI UREKA Programme,,,Timothy Foster,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Controlled expression of surface proteins of S. aureus,05/06/2007,28/08/2007,5900
03/IN3/B371ur07,SFI UREKA Programme,,,Amir Khan,https://orcid.org/0000-0003-1176-6952,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Structural basis for endosomal rafficking by the Rab11-myosin Vb complex,01/06/2007,24/08/2007,5900
03/IN3/B376UR07,SFI UREKA Programme,,,John Lowry,https://orcid.org/0000-0002-8957-6799,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,In vivo characterisation of novel polystyrene-based gltamate biosensor,18/06/2007,10/09/2007,5600
04/BR/B0409ur07.1,SFI UREKA Programme,,,Thomas Connor,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Negative regulation of matrix metalloproteinase activity in the brain by noradrenaline,11/06/2007,27/08/2007,5300
04/BR/B0409ur07.2,SFI UREKA Programme,,,Thomas Connor,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Inhibition of matrix metalloproteinase expression and activity in the brain bynoradrenalilne,23/07/2007,08/10/2007,5300
04/BR/B0410ur07.1,SFI UREKA Programme,,,Jakki Cooney,https://orcid.org/0000-0003-0909-9628,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Cystallization of SpeB in complex with its natural inhibitor Spi and mutant derivatives of Spi,04/06/2007,27/08/2007,5265.21
